,ResponseId,accuracy_journalism,change_mind,confidence_suicide,confidence_weight,fda_reg,funding,gender,is_control,is_dailybeast,is_nyt,political_party,prev_rate_belief,prev_weight_belief,rate_of_suicide,weight
74,R_2ayIS0xRKUTgbM3,A little accurate,No,,Mostly sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
75,R_1pm4GwsLzF1wAbQ,Mostly accurate,No,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
76,R_ulctbGovIkFdSmd,A little accurate,No,,Mostly sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
77,R_3rNkI67zsgZjQLU,Somewhat accurate,No,,Somewhat sure,Yes,,Female,0,0,1,Democratic Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
78,R_2zphYAEanKiFnwd,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
79,R_3eqmVRSoesjU6fG,A little accurate,No,,Mostly sure,No,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
80,R_tKDjFk8BuymFltL,Mostly accurate,No,,A little sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
81,R_2wL9MxVgHHh2wuv,Mostly accurate,No,,A little sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
82,R_5jueBUZ5ifNDkFH,Mostly inaccurate,Yes,,Extremely sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
83,R_1fl5H4Jrq9Opmdh,A little accurate,No,,Somewhat sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
84,R_8B6PB9n0c7ACDrb,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
85,R_2VsVN6chaCkfiYg,Somewhat accurate,No,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
86,R_25AAgZrDRbOkWmL,Somewhat accurate,No,,Somewhat sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
87,R_2zM92R1jlurua3K,Extremely accurate,No,,Extremely sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
88,R_1n3Jl1eUFVDcGWl,Mostly accurate,No,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
89,R_bBEOB4ceLCd8qL7,A little accurate,No,,Extremely sure,Yes,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
90,R_3QRjhsQXSi4dJJO,Somewhat accurate,No,,Extremely sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
91,R_3fSPrVMdCiYJrjt,Mostly inaccurate,Yes,,Somewhat sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
92,R_XiD0OQULHnrvq7L,A little accurate,No,,Mostly sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
93,R_1iqBuNaYjIe9eMM,A little accurate,No,,Somewhat sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
94,R_8u04xIdv3RiKHL3,Mostly accurate,Yes,,Extremely sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
95,R_2s5Tv4UWmvPv58S,Mostly inaccurate,Yes,,Extremely sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
96,R_3j6sVotCCi208Te,Mostly accurate,No,,Mostly sure,No,,Female,0,0,1,Other,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
97,R_3gMjYcUbL21y8w0,Somewhat accurate,No,,Mostly sure,No,,Female,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
98,R_xlJ4B61AqlmZKGB,Mostly inaccurate,No,,A little sure,No,,Female,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
99,R_1NqNgvfXBY70oYm,Mostly inaccurate,No,,Mostly sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
100,R_2q35ja2JW5tLmo0,Somewhat accurate,No,,Extremely sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
